3977,Набор досок для резки,05090,1251823,c72007e3-8008-495c-abf8-9015c1662128,GOODS,9aae3a33-588e-4b43-94c6-a72ca04052c3,шт,,,,,2024-04-15 20:20:38.617684+00,2,,,,,1
44445,Тряпка насадка для влажной уборки с цепным швом 40см,инв 161514,1256323,501e35ad-9f5d-4c98-a351-4cf212aab341,GOODS,b987458b-a44f-499b-ab91-846f4aa224b7,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,0,,,{},2024-02-22 20:20:50.33181+00,2,,,,,0
478,Белая соусница ,03498,1251799,03a559be-e50c-4579-b4a9-dfe3e83ef8c7,GOODS,75d14cda-3f2b-4d0e-936b-6f2b4db9afe6,шт,,,,,2024-04-15 20:20:42.159696+00,2,,,,,1
4127,Наушники,13156,1248811,bd7d628c-8889-473d-b71d-b839bf4b8f45,GOODS,bfcb34ab-9f60-4a6a-a2c2-584c165681eb,шт,,,,,2024-04-15 06:30:51.212063+00,2,,,,,1
4402,Освежитель эйрвик,201000165,7065,98554ca4-d878-44e8-a0c0-2a2060c3c766,GOODS,75d14cda-3f2b-4d0e-936b-6f2b4db9afe6,шт,0,0,-1,{4aafb5af-66c3-4419-af2d-72897f652019},2024-04-28 20:20:40.434328+00,2,,,,,1
6329,Спецодежда утепленная рабочая,11838,1249252,4f1cb021-c950-4d2f-8b30-977566aaa8d1,GOODS,568415be-b2c0-4f47-bcda-d305f8cd6b39,шт,,,,,2024-04-15 20:20:44.83035+00,2,,,,,1
2711,Контейнер специальный  ,2011427,3868,dc4cfac1-cb26-43b8-8fd9-710164961983,GOODS,75d14cda-3f2b-4d0e-936b-6f2b4db9afe6,шт,,,,,2024-04-15 20:20:44.488301+00,2,,,,,1
4771,Плинтус IDEAL 10см,16079,1252224,3f367d96-c882-4338-977a-bb1d847ee30c,GOODS,75c428e8-315d-4ba2-8cf1-02efc7a3f5f5,м,,,,,2024-04-28 20:20:20.808315+00,1,,,,,1
4495,Патрон чёрный Е27,17748,10184,fb337344-6638-4509-b7cb-99cefed6672c,GOODS,87006c5e-f058-456f-a57f-b1247cc1a0fd,шт,2642.802857142857,55498.86,21,{4aafb5af-66c3-4419-af2d-72897f652019},2024-04-28 20:20:39.686367+00,1,,,,,1
1617,Дроссель 18-24 W,17481,1248916,4ea608c8-bec2-489d-a02a-22ca3de62af3,GOODS,87006c5e-f058-456f-a57f-b1247cc1a0fd,шт,12870.967586206896,373258.06,29,{4aafb5af-66c3-4419-af2d-72897f652019},2024-04-28 20:20:39.619261+00,1,,,,,1
3142,Лампа лед 7W E27 3000K  (7W E14 6500K),17662,1254333,43faf8c2-391e-4366-afdc-6957d92169f6,GOODS,87006c5e-f058-456f-a57f-b1247cc1a0fd,шт,9941.176666666666,149117.65,15,{4aafb5af-66c3-4419-af2d-72897f652019},2024-04-28 20:20:38.352122+00,1,,,,,1
5721,Рулетка ingco 8м,05050,10177,69dd54ef-0cec-4c37-b736-f7265c55e9d8,GOODS,9aae3a33-588e-4b43-94c6-a72ca04052c3,шт,0,0,1,{4aafb5af-66c3-4419-af2d-72897f652019},2024-04-28 20:20:38.625083+00,2,,,,,1
3853,"Морозильник '"Ariada'" 2-х камерный",14511,3884,7616b54a-daf1-4842-a210-ad9fa402b5a9,GOODS,018aa849-af2a-45db-bde5-b8a23b9a4538,шт,,,,,2024-04-15 20:20:50.643115+00,2,,,,,1
3821,Монитор Redmi 24,20100032512544829882,1254911,00746cde-caa5-4dd1-89c8-c8fe1cf43055,GOODS,203a26b5-a458-4c45-b85d-ad961b5345f2,шт,,,,,2024-04-15 20:20:40.520368+00,2,,,,,1
44886,"EAP225-Outdoor  AC1200 Dual Band Outdoor Access Point,",20100032512544832017,1258752,28640807-17b6-4424-acb3-5a3a71d5d15f,GOODS,203a26b5-a458-4c45-b85d-ad961b5345f2,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,0,,,{},2024-04-15 20:20:35.26968+00,2,,,,,1
40819,"Термостат для авто на авто 2,5 тн",20100032512544831440,1257225,ac109803-e5cd-4524-816e-d9787d6fd12b,GOODS,b6799930-34e3-42f4-9eb2-2fc5ae35e704,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,0,,,{},2024-04-15 06:30:24.889558+00,2,,,,,1
44960,Клей ПВС,20091,1258868,5c938172-8261-4fcf-9e2b-4c9dfdd41c68,GOODS,f5f89885-1f09-4f9a-b83d-05c9ebb2cc57,7ba81c3a-8de5-8f9d-fb9f-e39efcbc57cc,0,,,{},2024-04-28 20:20:37.088134+00,1,,,,,1
44556,Тёрка ведро,инв 810,1255023,28368a4b-f2b1-4940-bca9-803d377c4065,GOODS,b987458b-a44f-499b-ab91-846f4aa224b7,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,50000,,,{},2024-04-28 20:20:35.180735+00,2,,,,,0
44215,Реклама Сафия,инв766,1254943,eb5c8368-8120-4b00-a9c4-a060515b24ae,GOODS,b987458b-a44f-499b-ab91-846f4aa224b7,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,50000,,,{},2024-04-28 20:20:20.348358+00,2,,,,,0
44976,"Шланг из ПВХ, армированный",20100032512544832096,1258886,6972815c-c7d5-413c-a7a7-eea2f3bfb513,GOODS,cfeb2d09-2f0f-4b1f-8f77-80ad11627eea,f217232b-5e15-4153-a30f-f1fe94bb0cf6,0,,,{},2024-04-15 06:30:50.992632+00,2,,,,,1
2312,"Клавиатура  '"ALKO TECH'"",13133,1247899,b7718a1a-2f7f-4f9f-b3aa-c83b37d5dfde,GOODS,bfcb34ab-9f60-4a6a-a2c2-584c165681eb,шт,,,,,2024-04-15 06:29:59.72203+00,2,,,,,1
6425,Стекло защитное для планшета ,04578,11769,f353c365-b9f8-4756-8b3d-62a14ad6dbcb,GOODS,203a26b5-a458-4c45-b85d-ad961b5345f2,шт,,,,,2024-04-15 20:20:34.762749+00,2,,,,,1
45049,Телевизор 25 Nova,инв 42365874,1259197,3220ad41-f72d-4afc-bc51-976c754f63bf,GOODS,d75beeb7-0b9a-4150-b077-a7e44aef2c5e,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,0,0,1,{},2024-04-28 20:20:41.437742+00,2,,,,,1
45071,Полетка,инв696587,1259237,938140d0-49e2-42da-9630-f67f915f0533,GOODS,b987458b-a44f-499b-ab91-846f4aa224b7,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,0,0,3,{},2024-04-28 20:20:37.155479+00,2,,,,,1
4888,Подставка для бумаги и посуды,13919,1247681,46e1a758-449d-4b48-920e-51f671f8b044,GOODS,00b02a2d-8daa-414f-be90-302f9b30432d,шт,,,,,2024-04-15 06:30:24.800328+00,2,,,,,1
5903,Свечка электронная,11508,1246916,91ef7dff-031a-4e4e-a850-90e48ca1a2f5,GOODS,f7b44e02-4769-485b-b58a-1209f1c59c37,шт,,,,,2024-04-15 20:20:44.478754+00,2,,,,,1
4350,Объемные буквы на Зенит Safia,11279,1245849,dd0c7869-a372-4069-8f2f-15ea534365dd,GOODS,f7b44e02-4769-485b-b58a-1209f1c59c37,шт,,,,,2024-04-15 20:20:45.813673+00,2,,,,,1
44625,Весы электронные 200кг ,инв1001,2561,a6842ff7-3bbd-4409-90b1-ca1c55d2ade2,GOODS,b987458b-a44f-499b-ab91-846f4aa224b7,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,300000,,,{},2024-04-28 20:20:36.024604+00,2,,,,,0
1787,Зарядное устройства для 30 кг весов. ,13827,1250227,7f8a7d9b-2d23-4fdc-9a1a-bd91d2ef09b3,GOODS,00b02a2d-8daa-414f-be90-302f9b30432d,шт,,,,,2024-04-15 06:30:19.870289+00,2,,,,,1
44808,Каронка набор,инв 4455447,1258571,ce970953-11af-46cc-a8ee-c268fe4112ae,GOODS,b987458b-a44f-499b-ab91-846f4aa224b7,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,75040,,,{},2024-04-28 20:20:20.099832+00,2,,,,,0
45089,Автомат электрический 3/63А Bypass,200133,1259273,fe20eff2-82d9-4427-9b8f-f2fec3e0669d,GOODS,87006c5e-f058-456f-a57f-b1247cc1a0fd,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,0,,,{},2024-04-28 20:20:37.239882+00,1,,,,,1
44637,Колонка для компютера,инв143,1255016,3dd2c9a4-e561-40d3-8479-93fc31e34a49,GOODS,d75beeb7-0b9a-4150-b077-a7e44aef2c5e,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,0,0,5,{},2024-04-28 20:20:40.58037+00,2,,,,,1
16,123,0121,2590,7a24dbd9-f821-4fab-8a6b-88b78b1a9e05,,09be831f-1201-4b78-9cad-7c94c3363276,,,,,,,,,,,,1
42148,Шарнир Д40,30290,1255453,b68cdfcd-8cd5-437f-918c-db00c05fe8f8,GOODS,75c428e8-315d-4ba2-8cf1-02efc7a3f5f5,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,0,,,{},2024-04-28 20:20:35.499183+00,1,,,,,1
45091,Металлический Хомут 25,200135,1259290,9623167d-3b9a-4325-8f20-dc899fd055ad,GOODS,f5f89885-1f09-4f9a-b83d-05c9ebb2cc57,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,0,,,{},2024-04-28 20:20:37.249125+00,1,,,,,1
7796,Угольний темир 4х4,16279,10029,d9ff2991-fcee-464a-a54b-49002dd4fd01,GOODS,75c428e8-315d-4ba2-8cf1-02efc7a3f5f5,м,,,,,2024-04-28 20:20:25.435924+00,1,,,,,1
42132,Вентилятор напольный Узбекистан,20100032512544830310,1255497,e65eac64-3e25-4c27-8886-dd941726897d,GOODS,afb0d29a-95fd-46e9-9a2d-a04d59dd37f7,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,0,,,{},2024-04-15 06:30:45.638041+00,2,,,,,1
41295,Стул железный черный барный для персонала,20100032512544831610,1257496,2c48405e-fd0f-4d1b-b459-a8da457be164,GOODS,f908b21a-b929-4583-bf87-b52270335cb2,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,0,,,{},2024-04-15 06:30:33.94365+00,2,,,,,1
6839,Стремянка алюминиевая ,13972,1249215,2effe9be-9bb1-42bb-9c09-67314338199e,GOODS,00b02a2d-8daa-414f-be90-302f9b30432d,шт,,,,,2024-04-15 06:30:30.718131+00,2,,,,,1
44941,Прессованная брусчатка,20090,1258837,527fefc1-5ffa-49f2-8394-da9a119214e9,GOODS,75c428e8-315d-4ba2-8cf1-02efc7a3f5f5,203b4033-57f9-4136-8777-d5d4e1d1e59d,0,,,{},2024-04-28 20:20:37.053472+00,1,,,,,1
1276,Гупка маркер ,12137,1245702,200d6104-2cb9-47bb-b334-98d869ec5173,GOODS,8ce72852-9251-44b0-9f90-06577a59e0f2,шт,0,0,-7,{4aafb5af-66c3-4419-af2d-72897f652019},2024-04-28 20:20:38.591978+00,2,,,,,1
7679,Труба асбест Ø 150,17313,10058,915445dd-e956-473b-9f0a-a2413ed18d96,GOODS,f5f89885-1f09-4f9a-b83d-05c9ebb2cc57,м,,,,,2024-04-28 20:20:25.515219+00,1,,,,,1
41186,Угловая шлифовальная машина INGCO 125 мм,20100032512544830732,1256236,1c92396b-f197-40c5-94cf-8044ddda721a,GOODS,8b718a6b-5430-4239-8645-23d476cf44cc,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,0,,,{},2024-04-15 06:30:31.567256+00,2,,,,,1
43184,Силиконовый пищевой коврик чёрный цвет,20100032512544831058,1256625,5bedee83-22fc-4a5c-b69b-74568e24efdc,GOODS,cfeb2d09-2f0f-4b1f-8f77-80ad11627eea,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,0,,,{},2024-04-15 06:30:49.082373+00,2,,,,,1
44555,Полка для обуви ,инв 48,1255014,9d6733d3-53dd-4cdf-a97d-100e7f5f7578,GOODS,2750cc67-d91d-4e3d-9da1-a0efe6067d37,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,500000,,,{},2024-04-28 20:20:35.15833+00,2,,,,,0
10, Усилитель TPA-50B,04908,1250704,8f81b509-353b-48dd-8352-2c84fe1c8bc1,GOODS,203a26b5-a458-4c45-b85d-ad961b5345f2,шт,,,,,2024-04-15 20:20:38.772884+00,2,,,,,1
6470,Стеллаж железный 6-и ярусный,12651,1247920,98361158-f0c8-4ba3-96fd-e4475199ced1,GOODS,a45bbf03-d8bb-44c2-96cb-f0ecbe16e921,шт,,,,,2024-04-15 06:30:09.483151+00,2,,,,,1
44945,"Сито (човли) металлическое большое, ручка 100 см",20100032512544832071,1258841,8d3f04c9-7622-4fc2-a30c-b932913d8095,GOODS,cfeb2d09-2f0f-4b1f-8f77-80ad11627eea,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,0,,,{},2024-04-15 06:30:47.481107+00,2,,,,,1
122,Tp-Link 4-port POE,04873,13765,7f0fbcbf-bbea-4b54-9fbc-fd170d280e5b,GOODS,203a26b5-a458-4c45-b85d-ad961b5345f2,шт,,,,,2024-04-15 20:20:34.9424+00,2,,,,,1
42128,Автомат электрический 2/32А,30396,1255617,1950cd98-245e-4a79-b282-daf8d0ada71e,GOODS,87006c5e-f058-456f-a57f-b1247cc1a0fd,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,0,,,{},2024-04-28 20:20:35.45717+00,1,,,,,1
44628,Аппарат для мангала,инв122123,1255464,413175b5-44d5-4b67-bea6-b65108771fa4,GOODS,d75beeb7-0b9a-4150-b077-a7e44aef2c5e,cd19b5ea-1b32-a6e5-1df7-5d2784a0549a,1500000,,,{},2024-04-28 20:20:36.03909+00,2,,,,,1
45090,Антифриз котёл,200134,1259287,793750d7-73a9-46cb-acd2-83de8b145dec,GOODS,75c428e8-315d-4ba2-8cf1-02efc7a3f5f5,69859c74-db72-b006-cba5-326cf6f4fc6e,0,,,{},2024-04-28 20:20:37.244317+00,1,,,,,1
2830,Котло мойка нерж.750х800х600   ,12606,1250091,7c709066-3cf1-4778-aae2-13c3dca0ade2,GOODS,a45bbf03-d8bb-44c2-96cb-f0ecbe16e921,шт,,,,,2024-04-15 06:30:27.806594+00,2,,,,,1
